,text,class
252,"какого сотрудника ищут работодатели? 

выпускной уже совсем скоро, защита диплома еще ближе, мысли о трудоустройстве становятся всё актуальнее. «какого соискателя хотят видеть компании?» - вопрос очень важный. его сегодня и обсудим. 

несмотря на то, что многие компании готовы обучать и адаптировать выпускников, первоначальные требования к кандидатам всё же есть и зачастую следующие: 

1. профессиональные знания. несмотря на то, что весь мир вращается теперь в сторону soft skills, на рынке труда очень много узкоспециализированных вакансий, где важен диплом и профиль обучения. в целом при составлении резюме необходимо указывать уровень владения практическими инструментами — маркетинговыми, финансовыми, статистическими и др., или хотя бы одним из них. 

2. минимальный опыт работы – стажировка, практика, подработка, волонтерство, исследование на факультете и участие в иных учебных проектах. главное, чтобы графа «опыт работы» не была пустой. 

3. социальная адаптивность или, иными словами, умение коммуницировать и находить общий язык, не конфликтовать по поводу и без, адекватно воспринимать критику. 
 
4. техническая эрудиция – владение офисными программами, например, для создания презентаций. этот навык уже вошел в разряд «по умолчанию». 
 
5. знание английского языка. чаще всего требуется соискатель с уровнем не ниже intermediate. поэтому учите язык, сейчас без него никуда. 

#карьера_advice",0
253,"успеха в области технологий синтеза и распознавания речи, анализа аудио- и видеоинформации, распознавания лиц, голосовой и мультимодальной биометрии смогли достичь всего несколько компаний в мире. одна из них — црт, партнер выпускного itmo.live! 🙌🏻
 
сейчас црт — международная группа компаний, реализующая проекты мирового национального масштаба.

 📣 вакансии и открытые стажерские позиции в компании смотрим по ссылке: https://vk.cc/9uoxkf

а еще црт приготовили для вас классные подарки! ждем всех на нашей интерактивной зоне 6 июля ☀",0
254,"мероприятие, покорившее москву, шанхай и дели, теперь и в санкт-петербурге!

компании phison electronics - один из крупнейших производителей микроэлектроники и индустриальных решений приглашает студентов нашего университета принять участие в конференции!
 
что вас ожидает:

• в первую очередь - полезные контакты и карьерные перспективы, компания заинтересована в стажерах; 
• участие в интерактивных мероприятиях и мастер-классах; 
• общение с первыми лицами phison electronics, а также представителями компаний партнеров; 

конференция состоится 7 ноября 2019 г.
регистрации участников с 10:00 до 11:00
официальный старт в 11:00 

место проведения: конференц-зал отеля holliday inn, московский пр. 97а
 
зарегистрироваться на мероприятие, а также ознакомиться с подробным расписанием и участниками можно пройдя по ссылке: https://www.regonline.com/builder/site/?eventid=2572135",0
255,"👨‍🎓день открытых дверей online международной магистерской программы квантовые и гибридные материалы физико-технического факультета университета итмо

✅студенческая стажировка на новом физтехе: https://vk.com/wall-54201931_4646

✅описание программы ""квантовые и гибридные материалы"": https://abit.ifmo.ru/program/13342/#passport",0
256,"📅28 марта в 16:00 пройдет день открытых дверей факультета прикладной оптики для абитуриентов программ бакалавриата и специалитета, а также программ магистратуры. 
 
ℹучастники дня открытых смогут: 
✅подробно узнать об обучении на программах специалитета, бакалавриата и магистратуры факультета; 
✅посетить учебные и научные лаборатории факультета, узнать о реализуемых проектах; 
✅узнать о партнерских международных программах; 
✅пообщаться со студентами, которые расскажут об опыте обучения на программах факультета и участия в стажировках в зарубежных вузах-партнерах; 

💡день открытых дверей пройдет в корпусе университета итмо, расположенного по адресу пер. гривцова 14, начало в 16:00. 
✏регистрация по ссылке: https://goo.gl/forms/wge9n6xzz8okmuh12",0
257,"получи приглашение на стажировку в компанию мечты! 
 
стартовала вторая волна конкурса студенческих работ. зарегистрируйся на платформе профстажировки.рф и ты сможешь: 
 
📌 выбрать один из более чем 4000 кейсов по интересующей специальности и направлению обучения. их разместили более 1100 компаний со всей россии, которые стали партнерами проекта. 
📌 подготовить курсовую или диплом по теме кейса. каждый кейс – это актуальная задача и возможность проявить себя! 
📌 получить возможность пройти практику или стажировку в компании, разместившей кейс, под руководством наставника. 
 
зарегистрируйся на сайте (https://vk.cc/9mc2ss) , реши кейс и получи возможность стать частью команды мечты👑

#стажировки",0
258,"просто будь собой, и большего не нужно! 🌷

поверьте в свои силы, свой опыт и знайте, если вас пригласили на собеседование, значит вы уже заинтересовали работодателя как потенциальный работник. 

предварительно подготовьтесь к интервью, не пренебрегайте этим. об этом мы писали подробно здесь —-> https://vk.cc/9dksuu

на самом собеседовании говорите правду, ведь так вам проще будет привести пример из собственной практики и подтвердить навыки, которые вы указали, и достижения, о которых рассказываете. и просто помните, что ложь чревата не только недоверием коллег и руководства, но и позорным увольнением. поэтому, пытаясь создать идеальный образ, не увлекайтесь чересчур. 

а если вам не удалось устроиться на работу в этот раз, отчаиваться не стоит. правда. ведь это не последняя компания, куда вы могли бы податься. просто примите этот отрицательный результат, двигайтесь дальше и не забывайте отслеживать информацию у нас в группе и на сайте по тегам #итмостажировка и #итмовакансия.

#карьера_advice",0
259,"мечтал поучиться за границей? 

тогда семестровый обмен — то, что нужно! скорее подавай заявку через личный кабинет в ису. не забудь о резюме, мотивационном письме на английском языке и сертификате о знании иностранного языка не ниже b2. easy peasy lemon squeezy! 

дедлайн приема заявок: 22 сентября включительно.

подробный гид и больше информации — https://vk.cc/9nrfqi и [club170961088|itmo student exchange]",1
260,😎десять дней погружения в культуру: что дала участникам новая программа русско-немецкого обмена:,0
261,"еще 5 дней, чтобы подать заявку на весенний «открытый смольный»!
 
регистрация до 5 мая. стажировка - середина мая.

однодневная стажировка «открытый смольный» для студентов и выпускников петербургских вузов. тема – «развитие массового спорта в санкт-петербурге». 

- заходим на кадровый портал в раздел «практика и стажировки» https://vk.cc/5nlssp;
- заполняем анкету;
- прикрепляем отдельным файлом решение кейса: свои предложения на тему «популяризация массового спорта в санкт-петербурге». 
 
стажировку проводит администрация губернатора санкт-петербурга совместно с комитетом по физической культуре и спорту. 
 
💥если вы успешно прошли отбор и финальный этап, то вас ждет уникальная возможность 
- пройти стажировку в органах власти санкт-петербурга в будущем; 
- получить поддержку в написании научной работы; 
- принять участие в образовательных мероприятиях, реализуемых для молодежного кадрового резерва санкт-петербурга. 
 
#итмостажировка",1
262,"#карьера_advice

что может инвестировать студент? время! когда? прямо сейчас! куда? сейчас расскажем.

чтение книг. это способ не только приятно и полезно скоротать время в транспорте, но и прекрасная привычка, благодаря которой вы всегда будете в курсе последних новостей и событий, сможете поддержать любую беседу, а также узнаете и откроете много интересного для собственного развития.

стажировка. уже сейчас вы можете подбирать и мониторить программы стажировок на сайтах компаний, а также на нашем сайте https://vk.cc/9ea3jw. стажировка, даже не оплачиваемая, станет отличным пунктом в вашем резюме, а также позволит приобрести ценный практический опыт.

подработка. если по каким-либо причинам не удалось отыскать на летнее время/каникулы/свободное от учебы время стажировку, найдите подработку (конечно, постарайтесь отыскать такую, чтобы была связана с профилем обучения). это будет полезная инвестиция времени, которая принесет даже небольшой заработок, а также покажет, что вы не сидите на месте.

курсы. расширять кругозор, область своих профессиональных навыков и интересов нужно постоянно. в университете итмо есть платформа «открытое образование» с бесплатными курсами https://vk.cc/5e5ikw. просто перейди по ссылке, выбери интересующий курс и запишись.

путешествия. используй любую возможность (а для студентов их больше, чем для кого бы то ни было) активно проводить выходные, исследуя петербург, область, россию и другие страны самостоятельно, а также со студенческим сообществом вуза — itmo.students.

наука и студенческая внеучебная жизнь. университет итмо дает колоссальные возможности для развития научного потенциала (участие в научных конференциях разного масштаба и уровня), а также для реализации каждого в сфере студенческого самоуправления. подробнее о последнем вы сможете ознакомиться в группе [club2499902|itmo.students].

в общем, вы поняли. дерзайте!",0
263,"ребята, привет! грядут большие перемены👀 
‼читать всем‼

мы готовы запустить процесс заполнения заявления «о направлении на обучение в вузе партнёре» через ису! 

как вы знаете, мы уведомляем вас в какой вуз вы можете быть номинированы через вашу заявку в ису. далее вы подтверждаете своё участие и вписываете примерный список дисциплин или называние программы в принимающем вузе. 
следующий (новый) шаг: возможность номинирования вас в вуз-партнер согласовывается с руководителем через ису. далее мы номинируем вас в вуз-партнёр, вы получаете инструкцию от коллег и самостоятельно подаёте заявку. ждёте ответа и приглашения (acceptance letter). по факту получения приглашения, вы заполняете заявлении о направление на обучение и пояснительную записку к индивидуальному плану. 

заявление уже можно заполнять в ису! после того, как вы вписали туда даты, заявление согласовывается омоп, мы корректируем даты, если есть такая необходимость, уведомляем об этом вас и отправляем заявление на согласование руководителю вашей программы и декану факультета. после этого заявление будет готово для выгрузки.

одно но, пока всё это возможно только в тестовом режиме, а значит в этот раз вам всё ещё необходимо принести подписанное заявление нам в омоп. однако, уже сейчас нам с вами нужно пройти все шаги подачи заявки в системе, чтобы в дальшнейшем мы могли оформить ваше возвращение только через ису. очень прошу вас, даже если вы заполнили заявление и принесли его нам в 1227, зайти в ису и сделать это ещё раз, но уже в электронном формате - это займет минуту вашего времени. 

далее коллеги из отдела учебно-методического обеспечения учебного процесса помогут вам подготовить пояснительную записку и индивидуальный план. только после того, как индивидуальный план загружен в систему, омоп может оформить приказ о направлении вас на включенное обучение в вуз-партнёр по программе семестрового обмена. 

если у вас возникают вопросы, можете смело писать на outgoing@itmo.ru. по вопросам работы ису лучше писать в ""обратная связь"" 🙃",0
264,"telegram с пользой для учебы и работы 😉

✈«просто о сложном» — каждый месяц на канале выходит подборка-объяснение непростых современных понятий и трендов. адрес t.me/easyhard

✈«моё образование» — анонсы бесплатных курсов, лекций, образовательных программ. если любите учиться, то вам по адресу t.me/educationfree

✈ежедневные статьи о работе, стажировки, вакансии на канале «icanchoose» — t.me/icanchoose_jobs

✈«первая ступень» — удаленные стажировки и вакансии без опыта работы. адрес t.me/stage_1st",0
265,"если вы пропустили дедлайн и не успели подать заявку на конкурс академической мобильности на семестровый обмен - не переживайте! университет итмо предоставляет возможность участия в краткосрочных стажировках и летних школах. читайте истории других студентов и вдохновляйтесь: http://news.ifmo.ru/ru/education/students/news/7912/
за подробной информацией: https://int.itmo.ru/ru/internship
контактное лицо: ксения николаевна глушкова kseniyaglushkova@corp.ifmo.ru",1
266,"охохо! а впереди нас ждут крутые и очень длинные выходные ✌🏻
немного фильмов с карьерным треком и правильной постановкой целей 
🎬

стажер (https://vk.cc/5njoty) - возраст работе не помеха, главное - желание!

доброе утро (https://vk.cc/5jsrm6) - немного о настойчивости, офисных сотрудниках, самоотверженности и сумасшедшей любви к своей работе.

эрин брокович (https://vk.cc/5u6we4) - ответ на вопрос, зачем развивать soft skills, найдет в этом фильме.

в погоне за счастьем (https://vk.cc/5sa6pf) - здесь вы узнаете все о том, как неоплачиваемые стажировки меняют жизнь.

дьявол носит prada (https://vk.cc/5ttwa5) - простым языком о том, что как в жизни, так и в карьере, работает закон естественного отбора.

железная леди (https://vk.cc/61hy9y) - вдохновляющая история о великой женщине.

p.s. ссылки не на просмотр и скачивание, а на обзор на сайте кинопоиска.",0
267,"ребята, кто всё ещё находится на обмене, отпишитесь, пожалуйста, мне☺ для вас есть партийное задание, это займет 5 минут вашего времени📹📸🎞

p.s. если вы уже вернулись, но у вас есть хорошие кадры и видео, то тоже обязательно пишите😁",0
268,"ребята, если у кого-то есть фотографии из ваших поездок, и вы на них в футболках (или худи) имто, то пришлите их, пожалуйста мне! мы хотим рассказать про семестровые обмены в соц.сетях итмо (вк, fb, instagram), будет здорово использовать ваши живые снимки. также в ближайшее время планируется новая рубрика, если вам есть, что рассказать и показать, то пишите мне, не стесняйтесь :) всем хорошего дня :)",0
269,"❗deutsche bank technology center открывает новый набор на свои программы:

📢graduate programme 2020 - специальная программа трудоустройства выпускников 2019 или 2020 года по специальностям: it, прикладная математика, физика (бакалавр, магистр или специалист). и так, для информации, когда пройдете отбор, вас будет ждать поездка на обучение в лондон😎 

📢summer internship - оплачиваемая стажировка для студентов 4, 5 и 6 курсов, обучающихся по специальностям: информационные и компьютерные технологии, прикладная математика, физика

более подробная информация👉🏻 https://vk.cc/a7wfty",1
270,"нам кажется очевидным, что участие в олимпиаде «я — профессионал» способно перевернуть твою жизнь с ног на голову. но на всякий случай выделяем 5 причин, по которым стоить подать заявку! 
 
1. победа в олимпиаде = поступление в магистратуру или аспирантуру без экзаменов в один из лучших вузов страны; 
2. победа в олимпиаде = стажировка в компаниях-партнерах проекта;
3. победа в олимпиаде = денежная премия (очень солидная); 
4. призерство в олимпиаде = попадание в базу молодых профессионалов; 
5. участие в олимпиаде = полезный и незабываемый опыт для каждого. 
 
в любом случае, подав заявку, ты автоматически становишься частью интеллектуальной элиты страны. терять нечего, регистрируйся по ссылке: yandex.ru/profi/",0
271,"👥 первый в этом году — большой день открытых дверей! 

26 января в главном корпусе университета итмо ты узнаешь: 
✅ о порядке поступления в 2020 году; 
✅ об образовательных программах и профессиях будущего; 
✅ о стипендиях, общежитиях и внеучебной деятельности студентов; 
✅ о стажировках, практике и трудоустройстве. 
 
в программе: 
12:00 – 13:00 — cбор гостей и работа интерактивной зоны университета итмо (холл 1-го этажа). 
13:00 – 13:40 — презентация университета итмо, информация об итогах поступления 2019 года и о поступлении в 2020 году – алексей итин, ответственный секретарь приемной комиссии университета итмо (актовый зал, аудитории 466). 
13:40 – 14:00 — открытый микрофон для вопросов по поступлению в университет итмо в 2020 году. отвечают представители приемной комиссии, образовательных направлений (актовый зал, аудитории 466). 
14:00 – 15:00 — презентации мегафакультетов и факультетов университета итмо 
 
📍 место проведения: кронверкский пр., 49 (вход со стороны сытнинской ул.) 
начало: 12:00 
 
регистрация » https://start.itmo.ru/activity/617",0
272,"#scamt #онлайндод

всегда хотели узнать, как организована магистратура в scamt? теперь у вас есть отличный шанс услышать все наши секреты, не выходя из дома 
🥳

10 апреля в 17.00 мы вместе с нашими магистрантами расскажем о
✅ классических и неклассических способах поступления
✅ обучении на английском языке и особенностях модульной системы
✅ секретах успеха, позволяющим нашим студентам публиковаться в высокорейтинговых журналах и участвовать в международных проектах
✅ стажировках и возможности поработать во время магистратуры в нескольких лабораториях в россии и за рубежом

речь будет идти об англоязычных программах научной магистратуры ""химия прикладных материалов"" и ""молекулярная биология и биотехнология"" 👩‍🎓

⁉ задавайте вопросы под постом и регистрируйтесь, чтобы не пропустить ссылку на трансляцию 
https://scamt.timepad.ru/event/949113/",0
273,"#итмостажировка

unilever знает как сделать твое лето незабываемым! 
открой новый летний сезон стажировки ulip, попади в дружную команду и получи возможность продолжить свою карьеру в unilever. 
 
если ты: 
• учишься на 3-6 курсе бакалавриата/специалитета или 1-2 курсе магистратуры 
• владеешь английским языком на уровне intermediate и выше 
• хочешь запустить свой бизнес-проект под руководством опытных сотрудников компании и сделать отличный старт своей карьеры. 

5 городов (москва, санкт-петербург, тула, омск, екатеринбург) и 8 направлений ждут тебя. здесь ты сможешь: 

• изучить все тонкости в legal 
• запустить новинки вместе с customer development 
• разработать новые формулы в research and development 
• погрузиться в диджитал-процессы с it 
• стать лидером автоматизации в supply chain 
• помочь талантам развивать таланты с командой human resources 
• построить новые аналитические модели в finance 
• задать тренды в marketing 
 
лето близко! 🤗
подать заявку на ulip очень легко: напиши боту слово «стажировка» в чате с сообществом https://vk.cc/8u0ndi.",1
274,"пройти стажировку в крупной мировой компании легче, чем кажется. почитайте истории четырёх студентов университета итмо, которые в этом году стажировались в google. они рассказали, как им удалось туда попасть и какой опыт они извлекли из этой работы.",0
275,"вакансия научного коммуникатора в рхту им. д.и. менделеева 🔥 
 
рхту им. д.и. менделеева — ведущий научный и образовательный центр в области химии и химической технологии. рхту уже более 120 лет готовит химиков для научных и технологических областей страны, в вузе проводятся передовые научные исследования, создаются новые технологии и материалы. поэтому ищут человека, который любит науку и готов рассказывать о научных исследованиях и разработках рхту всему миру. 
 
вам предстоит: 
 
● отработка научных поводов университета (статьи, гранты, научные проекты 
и соглашения), написание новостных текстов, спецматериалов и пресс-релизов. 
● контакты с журналистами по научным тематикам: питчинг тем, ответ на внешний запрос, оперативный поиск экспертов в университете и написание комментариев на заданную тему. 
● поиск новых научных тем и инфоповодов, поиск новых изданий для публикации. 
● взаимодействие с сотрудниками университета: учеными и руководством. 
● отслеживание научной и общественно-политической повестки для актуального реагирования. 
 
какие требования? 
 
● опыт в области научной журналистики или научной коммуникации (написание научно-популярных статей/новостей, научных пресс-релизов, интервью с учеными). 
● отличное владение русским языком (разговорным и письменным). 
● хороший уровень знания английского языка (способность читать, понимать 
и переводить научные новости и пресс-релизы). 
● умение работать с информацией и структурировать контент. 
● коммуникабельность и любовь к науке. 
● естественнонаучное образование или понимание базовых принципов в области химии или физики будет преимуществом. 
● образование в области журналистики, филологии или научной коммуникации также будет преимуществом. 
● наличие наработанной журналисткой базы по научной тематике приветствуется. 
 
что предлагают? 
 
● возможность первым освещать научные открытия, общаться с ведущими учеными, инженерами и предпринимателями. 
● полная занятость, график плавающий, возможность частично работать удаленно. 
● в рхту два корпуса: м. новослободская (основное место работы) и м. сходненская. 
● хорошая зарплата и премии по результатам работы. 
● трудоустройство в штат университета после испытательного срока. 
 
➡ присылайте резюме по адресу: special@muctr.ru",0
276,"искусственный интеллект все еще актуален 🤖 
11 ноября к нам в университет приедут специалисты компании huawei и прочитают крутую лекцию на тему📱мобильный ai: мобильный сервис huawei hms & hia, а также расскажут о применении ai в разных сценариях для улучшения глобальной конкурентоспособности мобильных телефонов. 
 
спикеры 💡 
- илья быков, hms core, руководитель команды ранжирования в санкт-петербургском исследовательском центре huawei, имеет более 8 лет опыта работы в области анализа текста и поисковых систем и успешные проекты в nlp, ml 
- александра сорока, hiai, старший исследователь отдела алгоритмов поиска в санкт-петербургском исследовательском центре huawei, имеет более 5 лет опыта работы в поисковой системе яндекс, опыт работы в nlp и машинном обучении 
 
немного теории😇: hms core - это широкий набор открытых инструментов мобильных сервисов huawei, позволяющий разработчикам добиться эффективной разработки, быстрого роста и гибкой монетизации. 
hiai - это экосистема, которая помогает разработчикам решать потенциальные сложности в использовании ai на устройствах (on-device ai).она включает три уровня: hiai foundation, hiai engine и hiai service, о которых подробнее вы сможете узнать на лекции. 
 
и, конечно, вас ждут карьерные треки: 
- вы сможете узнать о том, как пройти стажировку в huawei r&d и заявить о себе;
- как подать заявку на стипендию huawei; 
- не забываем про нетворкинг, у вас будет возможность прямого общения с экспертами; 
дополнительные бонусы: приятные сувениры от компании huawei 🎁 , кофе-брейк ☕ и, возможно, будет пицца 🍕
 
📍11 ноября в 17:30, ауд. 285 (кронверкский пр., 49).

обязательно регистрируемся: https://registerathuawei.timepad.ru/event/1104813/🤖🤖😇😇😇😇😇",0
277,"в пятницу группа наших студентов посетила фабрику unilever в рамках экскурсионного модуля центра карьеры. если вы не оказались в числе таких счастливчиков, то у вас еще есть возможность!
зарегистрируйтесь на одно из крупнейших мероприятий этой весны - chain reaction hack - 24-часовой марафон по двум направлениям: инженерия и аналитика. вы получите возможность не только посетить фабрику, узнать о процессе работы и пообщаться с представителями индустрии, но и съездить в москву, попасть на финал знаменитой стажировки uflp в функцию supply chain или даже выиграть 100 000 рублей!

chain reaction hack - погружение в мир инноваций и технологий, крутейшие коучинг-сессии, общение, дебаты, разработка уникального решения реальной бизнес-задачи. 
 
как принять участие? 
 
- подать заявку до 25 марта. 
- решить задание первого этапа до 2 апреля. 
- приехать на финал в москве 19-20 апреля (поездка за счет стороны организаторов). 
 
все подробности читаем по ссылке https://vk.cc/938hdt",0
278,"🧔 вадим давыдов — аспирант программы по информационной безопасности. он становился победителем конкурса грантов комитета по науке и высшей школе в 2018 и 2019 году. область научных интересов вадима связана с постквантовой криптографией и блокчейн. 
 
🏆 проект 2019 года носит название «модель детектирования аварий на дорогах на основе технологии блокчейн». ни для кого не секрет, что много людей пользуется личным транспортом. большая часть из них не нарушает закон, но иногда на дорогах случаются аварии, которые происходят по вине недобросовестных автовладельцев. главный вопрос – как защитить себя в таких ситуациях и доказать свою невиновность? технология блокчейн поможет добиться честности, открытости и правдивости в случае возникновения аварий и происшествий на дороге, — считает вадим. в своем проекте он разрабатывает модель обнаружения несчастных случаев на основе технологии блокчейн. 
 
👉🏻 также вадим ведет исследования в области постквантовой криптографии — кодовой криптографии, скрытых уравнений поля hfe и технологии блокчейн в криптовалютах.",0
279,"⚡«русский язык сложнее, чем нанофотоника», – аспирант из mit о стажировке в университете итмо, русской культуре и науке
✏подробности читайте по ссылке: http://news.ifmo.ru/ru/science/photonics/news/8578/",0
280,"🙎‍♀ наталия карманова работает над задачами в области информационной безопасности, беспилотных летательных аппаратов, геоинформационных систем и телекоммуникаций под руководством игоря бондаренко. 
 
🏆🏆 наталья уже два раза становилась победителем конкурса грантов комитета по науке и высшей школе! проект, отмеченный комитетом в 2019 году, посвящен разработке мер по обеспечению информационной безопасности ситуационного центра института телекоммуникаций. 
 
✅ ситуационные центры являются наиболее эффективной формой реализации системы поддержки принятия решения. при этом такие инновационные комплексы и системы могут быть подвержены различным угрозам. в ходе работы наталья провела масштабный анализ ситуационного центра института телекоммуникаций — изучила его структуру, информационный ресурс, состав источников информации, распределенный информационный фонд и типы баз данных фонда, основные классы технологий представления информации, типовые комплексы программно-аппаратных и технических средств. наталье удалось выявить, с какими угрозами сталкивается человек, ответственный за принятие решения. для описания угроз принятию решения «нарушителем» в процессе функционирования ситуационного центра может быть использована трехзвенная модель информационного взаимодействия, а для построения моделей информационного противодействия необходимо применение рефлексивной алгебры. 
 
👉🏻 сейчас наталья работает над системами связи для организации линий контроля и управления беспилотными воздушными судами",0
